url,класс,код,в sitemap,lastmod,разрешён robots,robots-мета,canonical,hreflang,глубина от /,входящих ссылок,title
https://rusofacilapp.com/es/courses/b1/10,урок,200,да,2026-08-17T22:46:55.018Z,да,,на себя,3,2,12,Verbos de movimiento con prefijo в-/вы-: entrar y salir | RusoFácilapp
https://rusofacilapp.com/es/courses/b1/12,урок,200,да,2026-08-17T22:46:55.290Z,да,,на себя,3,2,10,Verbos de movimiento con prefijo пере-: cruzar y trasladarse
https://rusofacilapp.com/es/courses/b1/15,урок,200,да,2026-08-17T22:46:55.727Z,да,,на себя,3,2,8,Aspecto verbal en pasado: perfectivo e imperfectivo — lección 15 (B1)
https://rusofacilapp.com/es/courses/b1/16,урок,200,да,2026-08-17T22:46:55.872Z,да,,на себя,3,2,12,Aspecto verbal en futuro: perfectivo e imperfectivo — lección 16 (B1)
https://rusofacilapp.com/es/courses/a2,страница уровня,200,да,,да,,на себя,3,1,32,Curso de ruso A2 · Elemental | RusoFácilapp
https://rusofacilapp.com/es/courses/b1/17,урок,200,да,2026-08-17T22:46:55.967Z,да,,на себя,3,2,12,"Aspecto del infinitivo tras verbos modales — lección 17, nivel B1"
https://rusofacilapp.com/es/courses/b1/18,урок,200,да,2026-08-17T22:46:56.064Z,да,,на себя,3,2,9,"Aspecto verbal en la negación y la repetición — lección 18, nivel B1"
https://rusofacilapp.com/es/courses/b1/6,урок,200,да,2026-08-17T22:46:47.028Z,да,,на себя,3,2,9,"Medios de comunicación y noticias sencillas — lección 6, nivel B1"
https://rusofacilapp.com/es/courses/b1/13,урок,200,да,2026-08-17T22:46:55.391Z,да,,на себя,3,2,9,Verbos de movimiento con prefijo про-/до-: pasar de largo y llegar…
https://rusofacilapp.com/es/courses/b1/21,урок,200,да,2026-08-17T22:46:56.333Z,да,,на себя,3,2,12,"Gerundios imperfectivos (деепричастия НСВ) — lección 21, nivel B1"
https://rusofacilapp.com/es/courses/b1/23,урок,200,да,2026-08-17T22:46:56.525Z,да,,на себя,3,2,8,"Discurso indirecto con &#x27;что&#x27; — lección 23, nivel B1 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b1/5,урок,200,да,2026-08-17T22:46:46.931Z,да,,на себя,3,2,11,"Narrar experiencias pasadas con detalle — lección 5, nivel B1"
https://rusofacilapp.com/es/courses/b1/11,урок,200,да,2026-08-17T22:46:55.189Z,да,,на себя,3,2,12,Verbos de movimiento con prefijo под-/от-: acercarse y alejarse
https://rusofacilapp.com/es/courses/b1/19,урок,200,да,2026-08-17T22:46:56.156Z,да,,на себя,3,2,12,"Participios activos: presente y pasado — lección 19, nivel B1"
https://rusofacilapp.com/es/courses/b1/14,урок,200,да,2026-08-17T22:46:55.632Z,да,,на себя,3,2,10,Verbos de movimiento con prefijos: repaso y significados figurados
https://rusofacilapp.com/es/courses/b1/27,урок,200,да,2026-08-17T22:46:56.924Z,да,,на себя,3,2,10,"Búsqueda de trabajo y la entrevista — lección 27, nivel B1"
https://rusofacilapp.com/es/courses/b1/25,урок,200,да,2026-08-17T22:46:56.719Z,да,,на себя,3,2,11,"Preguntas indirectas: как, где, когда, почему — lección 25, nivel B1"
https://rusofacilapp.com/es/courses/b1/22,урок,200,да,2026-08-17T22:46:56.426Z,да,,на себя,3,2,11,"Gerundios perfectivos (деепричастия СВ) — lección 22, nivel B1"
https://rusofacilapp.com/es/courses/b1/28,урок,200,да,2026-08-17T22:46:57.007Z,да,,на себя,3,2,9,"Educación y carrera profesional — lección 28, nivel B1 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b1/26,урок,200,да,2026-08-17T22:46:56.840Z,да,,на себя,3,2,9,"Oraciones de relativo con &#x27;который&#x27; — lección 26, nivel B1"
https://rusofacilapp.com/es/courses/b1/29,урок,200,да,2026-08-17T22:46:57.189Z,да,,на себя,3,2,10,"Hablar de películas y libros — lección 29, nivel B1 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b1/30,урок,200,да,2026-08-17T22:46:57.282Z,да,,на себя,3,2,9,"Valoraciones emocionales expresivas — lección 30, nivel B1"
https://rusofacilapp.com/es/courses/b1/20,урок,200,да,2026-08-17T22:46:56.243Z,да,,на себя,3,2,13,"Participios pasivos: presente y pasado — lección 20, nivel B1"
https://rusofacilapp.com/es/courses/b1/24,урок,200,да,2026-08-17T22:46:56.619Z,да,,на себя,3,2,10,"Discurso indirecto con &#x27;чтобы&#x27; — lección 24, nivel B1 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b2/4,урок,200,да,2026-08-17T22:46:47.740Z,да,,на себя,3,2,12,"Ruso literario: fragmentos comentados — lección 4, nivel B2"
https://rusofacilapp.com/es/courses/b2/2,урок,200,да,2026-08-17T22:46:47.561Z,да,,на себя,3,2,6,"Oraciones condicionales reales: «если... то...» — lección 2, nivel B2"
https://rusofacilapp.com/es/courses/b2/1,урок,200,да,2026-08-17T22:46:47.429Z,да,,на себя,3,2,6,"El modo condicional: la partícula «бы» — lección 1, nivel B2"
https://rusofacilapp.com/es/courses/b2/7,урок,200,да,2026-08-17T22:46:48.092Z,да,,на себя,3,2,7,"Ruso profesional y de negocios — lección 7, nivel B2 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b2/3,урок,200,да,2026-08-17T22:46:47.650Z,да,,на себя,3,2,8,"Debates: argumentar y contraargumentar — lección 3, nivel B2"
https://rusofacilapp.com/es/courses/b2/5,урок,200,да,2026-08-17T22:46:47.824Z,да,,на себя,3,2,10,"Modismos y lenguaje coloquial — lección 5, nivel B2 | RusoFácilapp"
https://rusofacilapp.com/es/courses/b2/9,урок,200,да,2026-08-17T22:46:57.406Z,да,,на себя,3,2,8,"Participios sustituyendo oraciones de relativo — lección 9, nivel B2"
https://rusofacilapp.com/es/courses/b2/8,урок,200,да,2026-08-17T22:46:49.105Z,да,,на себя,3,2,14,Adjetivos cortos y declinación de numerales con sustantivos
https://rusofacilapp.com/es/courses/b2/11,урок,200,да,2026-08-17T22:46:57.584Z,да,,на себя,3,2,7,"Estilo y matices en participios y gerundios — lección 11, nivel B2"
https://rusofacilapp.com/es/courses/b2/16,урок,200,да,2026-08-17T22:46:58.019Z,да,,на себя,3,2,8,"Causa y motivo: &#x27;благодаря тому что&#x27;, &#x27;из-за того что&#x27; | RusoFácilapp"
https://rusofacilapp.com/es/courses/b2/12,урок,200,да,2026-08-17T22:46:57.675Z,да,,на себя,3,2,10,"Participios activos vs. cláusulas con &#x27;который&#x27; — lección 12, nivel B2"
https://rusofacilapp.com/es/courses/b2/14,урок,200,да,2026-08-17T22:46:57.844Z,да,,на себя,3,2,10,"Causales: &#x27;потому что&#x27;, &#x27;так как&#x27;, &#x27;поскольку&#x27; — lección 14, nivel B2"
https://rusofacilapp.com/es/courses/b2/13,урок,200,да,2026-08-17T22:46:57.759Z,да,,на себя,3,2,8,Participios pasivos en el registro escrito formal — lección 13 (B2)
https://rusofacilapp.com/es/courses/b2/19,урок,200,да,2026-08-17T22:46:58.319Z,да,,на себя,3,2,9,"Verbos de movimiento en sentido figurado II — lección 19, nivel B2"
https://rusofacilapp.com/es/courses/b2/15,урок,200,да,2026-08-17T22:46:57.930Z,да,,на себя,3,2,10,"Concesivas: &#x27;несмотря на то что&#x27;, &#x27;хотя&#x27; — lección 15, nivel B2"
https://rusofacilapp.com/es/courses/b2/17,урок,200,да,2026-08-17T22:46:58.141Z,да,,на себя,3,2,11,"Finales y consecutivas: &#x27;для того чтобы&#x27;, &#x27;так что&#x27; — lección 17 (B2)"
https://rusofacilapp.com/es/courses/b2/18,урок,200,да,2026-08-17T22:46:58.232Z,да,,на себя,3,2,9,"Verbos de movimiento en sentido figurado I — lección 18, nivel B2"
https://rusofacilapp.com/es/courses/b2/20,урок,200,да,2026-08-17T22:46:58.474Z,да,,на себя,3,2,8,"Idiomatismos con verbos de movimiento — lección 20, nivel B2"
https://rusofacilapp.com/es/courses/b2/22,урок,200,да,2026-08-17T22:46:58.648Z,да,,на себя,3,2,11,Estilo científico: cancelarismos y construcciones pasivas
https://rusofacilapp.com/es/courses/b2/23,урок,200,да,2026-08-17T22:46:58.766Z,да,,на себя,3,2,13,"Estilo empresarial: correspondencia oficial — lección 23, nivel B2"
https://rusofacilapp.com/es/courses/b2/26,урок,200,да,2026-08-17T22:46:59.134Z,да,,на себя,3,2,9,"Medios de persuasión y modalidad de opinión — lección 26, nivel B2"
https://rusofacilapp.com/es/courses/b2/25,урок,200,да,2026-08-17T22:46:58.969Z,да,,на себя,3,2,10,"Registro formal vs. coloquial: transformaciones — lección 25, nivel B2"
https://rusofacilapp.com/es/courses/b2/24,урок,200,да,2026-08-17T22:46:58.856Z,да,,на себя,3,2,9,"Estilo periodístico: reportajes y titulares — lección 24, nivel B2"
https://rusofacilapp.com/es/courses/b2/28,урок,200,да,2026-08-17T22:46:59.339Z,да,,на себя,3,2,5,"Cultura y arte: crítica y opinión — lección 28, nivel B2"
https://rusofacilapp.com/es/courses/b2/29,урок,200,да,2026-08-17T22:46:59.431Z,да,,на себя,3,2,10,"Emociones ocultas, ironía y matices — lección 29, nivel B2"
https://rusofacilapp.com/es/courses/b2/27,урок,200,да,2026-08-17T22:46:59.232Z,да,,на себя,3,2,8,"Ecología y tecnología: vocabulario y debate — lección 27, nivel B2"
https://rusofacilapp.com/es/courses/b2/6,урок,200,да,2026-08-17T22:46:48.008Z,да,,на себя,3,2,10,"Temas de actualidad y sociedad — lección 6, nivel B2 | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/compras,категория словаря,200,да,2026-08-20T01:43:55.112Z,да,,на себя,2,2,34,"Vocabulario ruso de compras y precios, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/comida,категория словаря,200,да,2026-08-20T01:44:09.179Z,да,,на себя,2,2,36,"Vocabulario ruso de comida, con traducción y ejemplos | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/salud,категория словаря,200,да,2026-08-20T01:42:12.058Z,да,,на себя,2,2,31,Vocabulario ruso de salud y partes del cuerpo | RusoFácilapp
https://rusofacilapp.com/es/courses/b2/30,урок,200,да,2026-08-17T22:46:59.568Z,да,,на себя,3,2,7,"Preparación para exámenes de certificación — lección 30, nivel B2"
https://rusofacilapp.com/es/vocabulary/emociones,категория словаря,200,да,2026-08-20T01:46:25.163Z,да,,на себя,2,2,35,Vocabulario ruso de emociones y sentimientos | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/ciudad-y-transporte,категория словаря,200,да,2026-08-20T01:43:55.126Z,да,,на себя,2,2,36,"Vocabulario ruso de ciudad y transporte, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/familia,категория словаря,200,да,2026-08-20T00:47:58.691Z,да,,на себя,2,2,36,"Vocabulario ruso de familia y casa, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/courses/b2/10,урок,200,да,2026-08-17T22:46:57.501Z,да,,на себя,3,2,11,Gerundios (деепричастия) sustituyendo oraciones subordinadas
https://rusofacilapp.com/es/vocabulary/trabajo,категория словаря,200,да,2026-08-20T00:39:26.750Z,да,,на себя,2,2,25,"Vocabulario ruso de trabajo y estudios, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/saludos,категория словаря,200,да,2026-08-19T22:55:02.457Z,да,,на себя,2,2,23,Saludos en ruso: palabras y frases con traducción | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/viajes,категория словаря,200,да,2026-08-20T00:34:37.233Z,да,,на себя,2,2,23,"Vocabulario ruso de viajes y hoteles, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/clima-y-naturaleza,категория словаря,200,да,2026-08-20T00:29:41.063Z,да,,на себя,2,2,36,Vocabulario ruso del clima y la naturaleza | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/ropa,категория словаря,200,да,2026-08-20T01:31:40.924Z,да,,на себя,2,2,36,"Vocabulario ruso de ropa, con traducción y ejemplos | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/verbos-de-movimiento,категория словаря,200,да,2026-08-20T01:45:10.089Z,да,,на себя,2,2,23,"Verbos de movimiento en ruso, con traducción y ejemplos | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/tecnologia,категория словаря,200,да,2026-08-19T23:48:59.117Z,да,,на себя,2,2,23,Vocabulario ruso de tecnología e internet | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/arte-y-ocio,категория словаря,200,да,2026-08-20T01:44:30.541Z,да,,на себя,2,2,33,"Vocabulario ruso de arte, cultura y ocio | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/conceptos-abstractos,категория словаря,200,да,2026-08-20T00:01:32.248Z,да,,на себя,2,2,29,Vocabulario ruso de conceptos abstractos con traducción | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/palabras-basicas,категория словаря,200,да,2026-08-19T20:14:09.382Z,да,,на себя,2,2,33,Palabras básicas en ruso: pronombres y preposiciones | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/sociedad,категория словаря,200,да,2026-08-20T01:27:47.522Z,да,,на себя,2,2,25,Vocabulario ruso de sociedad y noticias | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/politica,категория словаря,200,да,2026-08-20T01:43:55.119Z,да,,на себя,2,2,23,"Vocabulario ruso de política, con traducción y ejemplos | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/psicologia,категория словаря,200,да,2026-08-20T01:42:12.074Z,да,,на себя,2,2,25,"Vocabulario ruso de psicología, con traducción | RusoFácilapp"
https://rusofacilapp.com/es/vocabulary/derecho,категория словаря,200,да,2026-08-20T04:43:50.211Z,да,,на себя,2,2,23,Vocabulario ruso de derecho y leyes con traducción | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/deportes,категория словаря,200,да,2026-08-20T04:43:50.317Z,да,,на себя,2,2,23,Vocabulario ruso de deportes: palabras con traducción | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/ciencia,категория словаря,200,да,2026-08-19T23:07:15.591Z,да,,на себя,2,2,35,"Vocabulario ruso de ciencia, con traducción y ejemplos | RusoFácilapp"
https://rusofacilapp.com/es/stories/cmt07mslt0000bance9fb6rkw,рассказ,200,да,,да,,на себя,3,2,1,День стирки — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq13w000cqwnc466c87es,рассказ,200,да,,да,,на себя,3,2,3,Репка — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr872008mqwnczcq6kvov,рассказ,200,да,,да,,на себя,3,2,2,Занятия гончарным делом по средам — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq113000bqwncxxdynsed,рассказ,200,да,,да,,на себя,3,2,4,Теремок — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/vocabulary/sinonimos-y-antonimos,категория словаря,200,да,2026-08-20T01:46:25.156Z,да,,на себя,2,2,27,Sinónimos y antónimos en ruso: lista con traducción | RusoFácilapp
https://rusofacilapp.com/es/courses/b2/21,урок,200,да,2026-08-17T22:46:58.565Z,да,,на себя,3,2,8,"Modismos gramaticales avanzados — lección 21, nivel B2 | RusoFácilapp"
https://rusofacilapp.com/es/stories/cmsxtr67o0087qwncd0ysnds7,рассказ,200,да,,да,,на себя,3,2,1,Занятия йогой в парке — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr3f0007nqwncqz4f2cxo,рассказ,200,да,,да,,на себя,3,2,3,Уборка в субботу — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmszq4fab0000pknco5jnogbu,рассказ,200,да,,да,,на себя,3,2,1,Кружок оригами по понедельникам — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr1aw0078qwncmo5zuk59,рассказ,200,да,,да,,на себя,3,2,3,Поход в библиотеку — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr7ci008cqwncm9zfjisz,рассказ,200,да,,да,,на себя,3,2,2,Рыбалка с дедушкой по выходным — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr52l007xqwncbn9bv63f,рассказ,200,да,,да,,на себя,3,2,3,Чтение перед сном — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr5pc0082qwncq5ie4hox,рассказ,200,да,,да,,на себя,3,2,1,Аквариум в гостиной — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr2xe007iqwncuckr1vkh,рассказ,200,да,,да,,на себя,3,2,2,Прогулка на велосипеде — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr3wh007sqwnca6hmauhy,рассказ,200,да,,да,,на себя,3,2,3,Пробежка вдоль реки — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqzlh006yqwnc1wjvuq7p,рассказ,200,да,,да,,на себя,3,2,1,Очередь в пекарне — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr0rm0073qwncn5o1bqj6,рассказ,200,да,,да,,на себя,3,2,2,Прогулка с собакой — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqz2u006tqwncm5cgduxm,рассказ,200,да,,да,,на себя,3,2,1,Бабочка для праздника — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr7rz008hqwnc1pq76v5n,рассказ,200,да,,да,,на себя,3,2,2,Кружок вязания по вторникам — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqxbk006jqwncpmca1k7r,рассказ,200,да,,да,,на себя,3,2,3,Гаммы перед ужином — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqw7q0069qwncd31glvde,рассказ,200,да,,да,,на себя,3,2,2,Стол по инструкции — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqykf006oqwnco3mxguya,рассказ,200,да,,да,,на себя,3,2,3,Сортировка мусора дома — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqv2p0064qwnctamshxtc,рассказ,200,да,,да,,на себя,3,2,2,Бутерброд для Ромы — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqq5w0055qwncylfdqnik,рассказ,200,да,,да,,на себя,3,2,2,Бумажный кораблик — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqwty006eqwncfdbe9oka,рассказ,200,да,,да,,на себя,3,2,3,Носки из корзины — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqukx005zqwnc96knvja9,рассказ,200,да,,да,,на себя,3,2,4,Копилка Тимура — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqldh0046qwnc3vh0knct,рассказ,200,да,,да,,на себя,3,2,2,Воздушный змей на дереве — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqit1003nqwncx8frzgww,рассказ,200,да,,да,,на себя,3,2,2,Воздушный шарик — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqcu2002lqwncmfbtppth,рассказ,200,да,,да,,на себя,3,2,3,Дедушкин огород — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqbt6002aqwncutcvwooc,рассказ,200,да,,да,,на себя,3,2,2,Даша учится плавать — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqggt0036qwnccjs9uqji,рассказ,200,да,,да,,на себя,3,2,1,Жаркий день — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqn14004gqwnc088k6ca9,рассказ,200,да,,да,,на себя,3,2,3,Два одинаковых завтрака — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqu1x005uqwncjte480nt,рассказ,200,да,,да,,на себя,3,2,3,Зёрнышко в горшке — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq5cd0012qwnc9s0yn1eg,рассказ,200,да,,да,,на себя,3,2,3,Дождливый день — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqlvv004bqwncqij1bp2j,рассказ,200,да,,да,,на себя,3,2,2,Запасной ключ — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq0xp000aqwnc8f6ri9ul,рассказ,200,да,,да,,на себя,3,2,4,Колобок — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq17c000dqwncdh2um41h,рассказ,200,да,,да,,на себя,3,2,3,Курочка Ряба — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqp81004vqwnc4ub9ya09,рассказ,200,да,,да,,на себя,3,2,1,Куда положить бутылку? — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqcr3002kqwnclraox2j7,рассказ,200,да,,да,,на себя,3,2,2,Мамина шляпа — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqgju0037qwnckslrk9pd,рассказ,200,да,,да,,на себя,3,2,1,Молочный зуб — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqrd0005aqwncz39tjko1,рассказ,200,да,,да,,на себя,3,2,3,Мяч на крыше — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq9zj001yqwncs1b9dult,рассказ,200,да,,да,,на себя,3,2,2,Мороженое для двоих — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtr1qz007dqwnc5genagbr,рассказ,200,да,,да,,на себя,3,2,3,Завтрак в семье — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtqahe0023qwnclh594l64,рассказ,200,да,,да,,на себя,3,2,2,Новая девочка в классе — cuento en ruso (A1) | RusoFácilapp
https://rusofacilapp.com/es/stories/cmsxtq2tw000lqwnc2ujzx9ao,рассказ,200,да,,да,,на себя,3,2,4,Заюшкина избушка — cuento en ruso (A1) | RusoFácilapp
